Bw,osr,nlev,Hinf,Cint,gm,Ro,Co,SNR
605307362.0960063,128,2,1.5,8.14964222597327e-13,0.000559731454259419,349865.1160797974,1.1067500350379973e-14,83.85270137524246
41345139.793404326,128,4,1.5,7.084048160422995e-13,0.0006755289840897306,465255.4162686151,4.0276470787415565e-14,84.71249864545776
847739278.3282275,64,3,1.5,6.519752169472181e-13,0.0007475366964403671,580351.5787708977,1.0270955731194474e-14,69.10068287857786
701575117.6804532,32,4,1.5,8.472288847361501e-13,0.0007413203245229329,464353.7999321765,1.3013738663977347e-14,55.548475562351484
359017556.8310556,256,4,1.5,9.669621777116e-13,0.000691956557312868,760286.0826720158,6.948590902097555e-14,81.96880613286291
562139450.5470862,32,4,1.5,9.943750025324425e-13,0.0006507855860185305,673209.762527278,7.438022474044006e-14,55.23017796238781
561033653.4117923,32,4,1.5,9.703679905068994e-13,0.0006832572448979947,253640.70798669616,3.26311207534127e-14,53.475541199251275
740083151.5558773,64,2,1.5,6.096466996776696e-13,0.0003471936925682273,966048.458268153,1.3870659887135562e-14,69.77166372209791
418229548.90228087,32,5,1.5,6.09819535391313e-13,0.0006605202405048064,156589.63405004115,1.2152694317906817e-14,57.34946550917046
407123017.7149794,64,4,1.5,8.695555257930677e-13,0.0008699158329248467,584592.2808962049,5.683857653960165e-14,69.77847546261913
206245969.19628492,128,3,1.5,6.190095075840693e-13,0.00013992844828065112,892445.4993563141,5.276184547353174e-14,84.82284441308798
988744872.9613849,64,2,1.5,9.103074497533482e-13,0.0003691087411254016,793041.903365462,2.8097568844386474e-14,71.37762278115139
488025683.95712054,128,5,1.5,6.742484963231691e-13,0.00014986704342544955,674264.2956375413,5.293561692728839e-14,82.90651983280073
994833113.4906895,64,2,1.5,6.394820420660804e-13,0.0008915814667263695,146265.06997482065,3.4881224187079833e-14,70.73374821797094
105702399.92081802,64,5,1.5,8.815337756713982e-13,0.0008236821902632364,789201.9116074657,8.653500852467166e-14,69.06766961497935
678862590.1961952,128,4,1.5,8.563495076451276e-13,0.0005971302944550943,428726.6733501667,8.53968697784587e-14,83.89412225564331
60684230.1886609,128,3,1.5,5.644963477711339e-13,0.0009732666553165678,641295.7418732177,2.0629586797353102e-14,85.1347535049648
235623738.0683558,128,4,1.5,9.371299595523393e-13,0.0007132107032515038,348765.8351054763,2.4083630899759085e-14,81.33653867061366
304842941.6025382,64,2,1.5,8.504760364083898e-13,0.0007226225584839345,713800.4952008795,7.496271474108367e-14,69.49815367181318
901099486.418031,128,3,1.5,9.537708337540502e-13,0.0007301773633320063,468268.251644535,7.203619315403795e-14,84.68910175611852
169341296.87470388,128,3,1.5,7.169831213074652e-13,0.00023919675563308134,692253.1254112887,4.4745000259118223e-14,84.98148801807226
940870734.316078,32,4,1.5,9.56893633156902e-13,0.0005138895991212954,585702.2325091913,2.954406773535913e-14,53.3413613862956
642796285.4127036,256,5,1.5,5.67938252072647e-13,0.0009174618927599323,270018.0778912017,5.6401310285723605e-14,82.10707084761214
871232990.4568815,128,2,1.5,4.781901219003335e-13,0.0007265835110073597,840174.274948373,4.547069129232026e-14,84.48971770339993
934739835.7467023,128,2,1.5,4.0756298811678284e-13,0.0003566247947179096,962235.8995336704,2.1885400895408498e-14,84.3789835183611
251673366.04728085,128,4,1.5,3.065485494629454e-13,0.00040428272347614044,814434.708331126,2.4756534203364018e-14,83.92519956280285
566486872.4237776,256,2,1.5,9.81060686469917e-13,0.0008809397561685716,379113.1942171483,7.308904605246347e-14,82.43009895432269
641638900.3342996,256,5,1.5,7.660145492259872e-13,0.0007931503213346293,403700.3067832727,3.450075133504059e-14,81.64447184216534
742103355.2761667,128,5,1.5,6.184849108126041e-13,0.0005872872310629973,381910.1131772616,4.016369791227271e-14,85.14489874723907
116630903.63774562,32,2,1.5,7.19136711883631e-13,0.0008580913912344237,444262.8535516858,3.021611241383737e-14,60.40760986752624
369506878.7683081,256,4,1.5,7.456386981322447e-13,0.0005782501096127482,425473.68887994677,2.105618134245362e-14,81.27177482050199
456900202.66623086,32,3,1.5,7.869622105747439e-13,0.0008393662821081026,456041.0271056375,1.3157407819999841e-14,57.229614840781906
225693067.8162519,32,4,1.5,5.365516431592026e-13,0.0003209185485182652,548875.1017579107,2.1973894998750097e-14,53.46606088948127
991388621.0369666,256,4,1.5,9.857890193766665e-13,0.0007507271563748276,592387.4919216589,1.965732478475401e-14,81.5394124690947
127473451.62484364,32,5,1.5,5.057642512043143e-13,0.0006988630662904168,430404.13098048663,2.7806572135715405e-14,58.92552277952841
80811558.68509269,256,4,1.5,5.250405883897984e-13,0.0008870947211425567,167750.65401970886,1.0086892510606365e-14,83.11913484055569
643126508.7777773,128,4,1.5,3.6974640191110564e-13,0.0006828712638897716,261578.39462970925,3.5679348467975604e-14,84.6159959661193
11601040.25553472,32,4,1.5,9.201821285356517e-13,0.0007671552676569058,568302.4548682617,2.1681372907242694e-14,59.38899927420563
838497773.6518178,256,5,1.5,7.994638604343856e-13,0.0009355554292679992,132048.6019725139,4.00568880171174e-14,82.11674746415214
46188707.3787884,32,2,1.5,4.2152774430939884e-13,0.0005743912904104605,587373.9872120764,1.4116128825462848e-14,60.71037131348429
503332402.98370564,64,4,1.5,8.300159113413635e-13,0.0002819799419691748,982495.8206785603,1.7738591210418022e-14,72.07498186783143
184942371.82882893,128,5,1.5,8.990482203702113e-13,0.0009171214136333315,781154.0441200072,5.967022207191191e-14,83.94692367128931
797182608.590428,64,5,1.5,4.912044888010547e-13,0.00046868567654961233,445565.8601887276,2.9321760381578855e-14,74.05866455235264
971149139.3879362,32,2,1.5,8.087320577646365e-13,0.000528512186349691,230218.24666032585,7.308587813385212e-14,54.85771325515377
365514138.30329764,32,4,1.5,8.241821281093047e-13,0.00027027300585343646,830075.13773886,5.418887966444264e-14,54.30290194095505
690995945.7530292,256,2,1.5,9.761846405004145e-13,0.00044628665398114593,758289.9456422768,8.456131068463424e-14,87.16678142855251
515333236.01754874,256,3,1.5,9.04588215019472e-13,0.0006919315557179328,444730.2109457265,8.354934020304078e-14,83.1724913067727
145680509.1854674,32,3,1.5,8.605281691824973e-13,0.0009041155029492498,344482.51295674103,5.0052811215333156e-14,57.64142934818195
805246061.468965,64,3,1.5,4.2041744034814196e-13,0.0006646240494510289,171301.0190490416,1.0021178433518107e-14,69.41424183023362
143493249.05210894,256,4,1.5,2.8850484706549646e-13,0.0005929895433847986,394473.0875075133,1.94361017795022e-14,81.39635725146064
833516086.0104382,256,3,1.5,9.91265785670569e-13,0.0005199244263432059,906757.7651577053,1.2468792682456222e-14,81.50476903381987
84419915.46825792,64,4,1.5,4.674532053946512e-13,0.0002122546220239908,936552.2841779164,3.17622439158891e-14,70.60869440619298
857377644.3095492,256,2,1.5,9.179157418651241e-13,0.00042075012125631354,742472.9237331703,1.2742440905973821e-14,81.57444684971502
300617191.6135783,32,2,1.5,6.918986353019097e-13,0.0006220646612617714,630683.2488982925,5.312177355932508e-14,52.97342512502445
370123969.8325075,64,2,1.5,5.088763500258935e-13,0.00016641240732507997,736749.5491202137,2.323844832457541e-14,74.21670564190325
829189222.5761508,256,2,1.5,8.007011166300958e-13,0.000832670639934712,158879.91091788054,7.67371584196061e-14,84.17056751322318
286660220.3689548,128,3,1.5,3.782578671908931e-13,0.0006424975096037398,949144.0867420221,2.0489033464194538e-14,82.69573193170069
229529058.536109,256,2,1.5,7.204379538167303e-13,0.0007135747672080697,676776.7753597293,2.165331412732149e-14,81.27917949502914
641270394.7236897,64,5,1.5,1.1784342043712761e-13,0.00016543674570106836,746600.1649658151,1.0547681646937763e-14,70.95541108197553
812731198.7606415,256,3,1.5,7.47426207268643e-13,0.0003266267606172482,532048.4180173113,5.067051266059029e-14,87.10027169074525
585315519.8153418,128,2,1.5,5.244904927447402e-13,0.0008633341432383009,794560.0260434628,3.0487346195549205e-14,82.9729534398806
429779285.19520015,128,5,1.5,7.271225488485792e-13,0.0006723147660386139,683681.9140453868,6.980960798742916e-14,84.47264162569915
428536232.24314207,128,4,1.5,6.704688342135913e-13,0.0006498614407386161,351678.25659480284,6.10273396192067e-14,84.49899500307053
857369952.4223866,256,2,1.5,9.40390621544355e-13,0.00045918980604260927,497377.14253771154,1.813218760165314e-14,81.88226849556415
510823970.5231995,64,4,1.5,3.958947759598831e-13,0.0009063250105562755,261962.438968526,1.938610341406191e-14,68.9243756435098
623887414.436677,32,3,1.5,7.265280873857761e-13,0.00035881041055407044,381276.89856865536,2.0289381747946362e-14,53.84976965368278
545788141.4247081,128,4,1.5,5.131396792860816e-13,0.0007666471323895604,278303.9547236924,1.5299565083405233e-14,83.6425322589541
331771650.1220832,64,4,1.5,9.263403563301199e-13,0.0005595142080674477,888873.1454798843,1.0724627616682097e-14,72.99681966369936
624744206.5585743,256,2,1.5,3.6986902628436093e-13,0.0009981902713465578,227516.4361929113,1.8477215954055255e-14,81.30236851432285
307267695.2633646,256,5,1.5,6.060321353462909e-13,0.0007907253743043668,772319.5680991204,2.584453665912374e-14,81.29138512825185
275706379.8717983,256,5,1.5,7.22249188504214e-13,0.0005686894371304043,204099.51414500785,3.098171380297217e-14,81.42035388620955
999184765.3938814,128,2,1.5,9.181950312330125e-13,0.0006948206982371559,585003.8543979018,4.345392206220753e-14,84.40375336450865
789630531.5498443,32,5,1.5,8.252643750548207e-13,0.0006303007001017233,749931.1088371066,1.8407362114361486e-14,52.02690985278589
203627010.86518404,32,3,1.5,6.865137284169481e-13,0.0007300565605126731,520503.75475320127,5.71582925807144e-14,52.90830167856125
842194096.7294633,64,3,1.5,5.541509831708359e-13,0.00048381952196656705,955567.987675034,1.627320721950021e-14,68.63230485602686
572563715.8675511,256,2,1.5,9.66672674060071e-13,0.00035625817815905297,779115.19249091,5.3689103710179155e-14,84.83320480333617
379453316.40499544,32,2,1.5,5.173377258342529e-13,0.0002479371911329264,620187.3637939527,3.734768971274952e-14,54.16421608289559
211398597.0677423,32,3,1.5,9.556689306450918e-13,0.0003340622030274362,934817.9446066077,2.4984395383543915e-14,53.63952247267455
689211832.8045096,256,2,1.5,7.548240068046367e-13,0.0004339374155653466,548439.3397880307,4.4531422719033895e-14,83.73553943458109
531859132.01941437,32,5,1.5,5.420782818334689e-13,0.0008928473605923575,131459.17418934224,4.238728625061618e-14,53.35496409389268
349367931.65635556,64,2,1.5,5.266249920021928e-13,0.0006248030317939316,731048.8768889481,3.104023638117109e-14,69.83494332938474
463777298.9580481,128,3,1.5,6.873210969615615e-13,0.0005481940746091302,737242.8956457634,4.9948267151163654e-14,84.7244359808539
220568157.10755193,128,5,1.5,9.183961048096734e-13,0.0007117939951952987,303071.9781182569,6.48005295207739e-14,84.38734123055207
422189362.2511387,128,5,1.5,9.24597237358805e-13,0.0008148958337986392,781346.517706289,6.07106056632241e-14,84.41901310436805
271066134.2522569,128,4,1.5,8.359465924425497e-13,0.0006954014163144313,459472.67189888796,6.268586388188856e-14,83.9195461986604
705313953.1807961,128,3,1.5,9.35880941671036e-13,0.0007134467216985772,314753.25819555426,1.754683868558732e-14,83.20678881666845
593177141.8554314,64,3,1.5,7.5201054977567e-13,0.0005664635368608681,559467.0905321167,4.183922518597418e-14,71.71806937700507
458034424.2865204,32,2,1.5,7.641515948472633e-13,0.0007480089644174626,164938.08880122466,2.4508462609613583e-14,53.42331230410147
67773684.57334211,128,4,1.5,9.535585285017584e-13,0.00031658614593922695,655606.6310585667,9.50103617340473e-14,84.15492333545623
106793898.1328847,128,4,1.5,5.534972257842413e-13,0.0004909055421059176,493854.9380956346,4.214933315591593e-14,83.78438726865325
601624950.1003218,64,3,1.5,2.3712866738235855e-13,0.0005401826454672579,819580.789293792,1.1833157179940225e-14,69.57927799535086
755298723.0197946,32,3,1.5,2.7986895310409385e-13,0.000882020761803906,987582.3829820969,1.0476676105409415e-14,55.658290671984496
246794969.81107962,32,4,1.5,8.430206830227944e-13,0.0005830116042782155,286463.9761346547,8.245874704567044e-14,54.2382455022527
697913527.1855062,64,2,1.5,9.013739922949467e-13,0.0009076872359308016,242986.07298838842,4.332977608238995e-14,69.70891835236726
388481572.0313301,32,4,1.5,6.413290993152092e-13,0.0003919204880965702,799880.3257541026,1.647446546047143e-14,53.24432903838375
278110980.87581056,64,3,1.5,9.436141976632447e-13,0.0008034880658340471,813644.6149667177,3.3670095380942905e-14,69.83694605648077
918650119.5151446,128,2,1.5,2.3802128503652635e-13,0.0005565371560950076,764248.4474161257,1.9917902729009767e-14,85.50777518911326
327812486.63924956,32,5,1.5,9.191145538087054e-13,0.0007970245767894465,953547.0830490937,6.12263698633925e-14,52.70794342789672
756785570.8616952,128,5,1.5,7.396704016203574e-13,0.0003948263384751284,501035.9187012467,3.318539928302139e-14,84.62501682503338
10452431.50165138,32,3,1.5,5.462257751727882e-13,0.0001725230982826826,752143.8877836388,3.297066868009922e-14,60.72712537365982
175549407.83435285,64,2,1.5,3.851441486760596e-13,0.0007119936303116285,623473.497038646,3.746672794533783e-14,70.30369390623503
136228759.0638997,128,3,1.5,9.452301662960503e-13,0.0008790629339122885,685126.6658509321,8.612389580292731e-14,83.65162312230778
280782066.9689778,64,3,1.5,6.039979819890352e-13,0.0006911029413253032,991091.7457941318,5.750223848792251e-14,70.08130810562066
957600888.4267132,64,3,1.5,7.437146039752616e-13,0.00029256177640162685,906219.4523283555,1.6105772676825685e-14,74.31433721016626
96938573.39947353,64,5,1.5,3.874209713427668e-13,0.00033911766686321385,547600.193135835,2.284886192763473e-14,71.25824405841725
463889455.77236277,256,4,1.5,3.957597868511353e-13,0.00029143262249652535,487538.0783885877,1.052487421372428e-14,81.39871463733981
644352054.0112796,32,5,1.5,9.213881558480301e-13,0.0002541544814890575,991950.0288486608,5.3135540209665594e-14,54.0645475433442
350077082.58114225,128,3,1.5,6.187611099544434e-13,0.0005163552362191539,555407.5480178334,2.1521692819109124e-14,84.31282765386791
977857439.494296,64,4,1.5,6.212411197492676e-13,0.0009162814151126912,560707.373884151,1.18504793221575e-14,70.38406472374803
389720152.04220027,256,2,1.5,9.559349482430084e-13,0.000677372680581311,476899.0328958134,8.423086885261584e-14,82.44659177659261
880332682.7271131,32,2,1.5,8.498224425232088e-13,0.00045063147847315953,472269.8229032168,4.654867273566103e-14,54.25171811879779
343387461.21255493,256,3,1.5,3.551694498556318e-13,0.0005477749267194436,870291.4701307516,1.4345695447219228e-14,81.24800991422917
979088381.3705419,32,2,1.5,5.846321801602867e-13,0.0005263246295085213,637917.9942409659,2.480853349178925e-14,53.3092455390722
532142018.20748514,128,4,1.5,9.9429702190131e-13,0.0007837129164852731,484193.9537118866,9.317185092734696e-14,85.4383210834888
994367233.0848414,32,5,1.5,8.054081558048738e-13,0.0003286145104233438,902834.332427242,2.920159309808774e-14,53.50879144315543
562657626.6293097,128,2,1.5,7.951638883235946e-13,0.0008746188404609787,448089.21005570254,2.0352249913842614e-14,82.36601670552474
365812348.01571053,256,3,1.5,9.869670424166504e-13,0.00043904225886315384,547358.6244820693,4.678994208240547e-14,82.0324317186789
976145896.9793398,32,3,1.5,9.798958212219124e-13,0.0008503872836279321,830056.4043475499,5.00662968671914e-14,53.95905252578683
433530739.44541055,256,4,1.5,7.928014220023494e-13,0.0005269397289853655,333914.74750917335,1.1353972017189074e-14,81.32128265415226
374600854.0580968,64,5,1.5,8.136340519893282e-13,0.0008698800231111724,826243.8788097887,6.42785945096627e-14,68.94417379846145
966197211.4097404,64,4,1.5,3.4122926245362854e-13,0.0002556943995224078,724460.9802972502,2.1812605648441646e-14,73.57441592795949
338589161.61809057,32,3,1.5,6.931889161885032e-13,0.0008702082160947266,604885.4448401766,5.741156426265664e-14,53.31325814429175
769465791.8603079,64,5,1.5,2.5120572776073155e-13,0.0001883056108178902,586970.0456698673,2.069273410603474e-14,72.43333758800156
331093892.5487203,64,4,1.5,9.454718170816484e-13,0.0005513169695126242,970809.9526777719,7.731657012775034e-14,73.14005518432629
469545409.0573798,128,4,1.5,4.50244774045906e-13,0.000987717487973458,772477.5823719697,1.4836686405039174e-14,82.96283861773765
304079879.9328306,64,4,1.5,9.36884097546746e-13,0.00033925735396477116,613213.2168371376,7.183615141568782e-14,72.31216410892726
599994125.3384968,256,4,1.5,8.791661855164413e-13,0.0009399998172712079,882332.3852932428,7.832370922041197e-14,82.59760328774678
727019301.2250444,256,4,1.5,5.822653097619376e-13,0.0008297457598028956,212667.137661399,3.0418612550187506e-14,81.70897771167417
627811679.2345508,128,3,1.5,5.725918582698233e-13,0.00032373828866759114,657013.1101667864,3.954163596459437e-14,84.833302589319
70070254.55158134,64,3,1.5,5.570194102901425e-13,0.0003301921009553944,682100.5636653444,5.028953426685022e-14,69.16637080742134
685103833.0006702,256,5,1.5,3.9255097195713164e-13,0.0006216042141948787,424619.9532747588,2.5752057550808413e-14,81.74535742165227
683182117.9154562,128,4,1.5,6.551426267917973e-13,0.0009702342742574178,466033.1195277872,4.569857947234592e-14,84.91106358045776
402661037.8793132,64,5,1.5,9.707870451602503e-13,0.0004538464692932613,895539.3774529068,3.316234200561946e-14,73.606668091368
586138535.8791981,32,5,1.5,5.988125261132488e-13,0.0004935287999841888,681720.1627158045,1.7051968094865926e-14,53.65320319499622
484158648.5895637,64,4,1.5,6.09556166629779e-13,0.0005789606636654233,534138.2256235606,4.7462548830869474e-14,72.31774731706282
901089308.25418,64,5,1.5,7.034481143458448e-13,0.0005176202048767372,495632.4541875477,1.4022725164778031e-14,69.38075473641489
920657075.9714522,256,3,1.5,8.23148789496606e-13,0.0009750520745074187,874732.4796942578,3.71136766106685e-14,81.88432198460086
982528682.5654025,64,4,1.5,8.550773016497792e-13,0.0006568437493544265,520617.0200824154,2.286784036011112e-14,69.84002783969845
247966402.63763154,32,3,1.5,5.397540903081121e-13,0.0008818357534616194,365151.8678081738,2.0322554838497358e-14,58.378829778191
117601609.0612394,128,2,1.5,2.615605353181527e-13,0.00027499438242069345,851801.8526659034,1.2242734801173326e-14,83.43143135525095
303477543.78868747,32,3,1.5,7.183721128309987e-13,0.00035748634793972294,790137.7309629328,6.161940009278371e-14,53.4151750619202
96185472.14811468,128,3,1.5,6.514655916934279e-13,0.0008875903948928565,358670.2501836268,3.945203692050022e-14,83.07761145527523
759492305.5357194,64,3,1.5,6.573874828222176e-13,0.0007096111619400795,242547.0449051633,5.1215143633743795e-14,73.62971076557123
226626341.03610173,128,4,1.5,7.34714048733884e-13,0.00020619636846421963,763951.3007032245,5.681978709303866e-14,85.18167379838196
739006034.4552466,64,2,1.5,5.383589167742817e-13,0.000870185731087052,290053.86609066214,2.4754565747240024e-14,70.15744010330444
808577318.4715168,64,5,1.5,8.685539845016686e-13,0.0008097007262024665,738817.7617869903,3.199657668461815e-14,72.35651310813171
278386118.3648132,128,4,1.5,9.599094172975177e-13,0.00026487326862564354,865908.6445669872,3.641974980989908e-14,84.21506863182117
327405778.9832685,32,3,1.5,8.420481774866882e-13,0.0008455877195450131,966732.4267866609,3.526149847218313e-14,53.745755704139555
823804924.4652656,32,2,1.5,7.466720986534982e-13,0.0008243048387682211,578065.5169888885,3.683099941458695e-14,54.11842109564185
304354916.4056078,32,4,1.5,5.825315567825281e-13,0.0001944972937168372,969324.2400457155,3.7201525080117135e-14,54.64676632082185
449327621.75390506,32,3,1.5,7.075806512318667e-13,0.00030783140552418276,608909.6654940809,4.630623735446613e-14,55.343242730459245
487359525.8629769,32,5,1.5,5.859075574310586e-13,0.0003200963200107354,382846.73074884654,2.855041371317326e-14,52.96247949997347
213518954.64585507,32,2,1.5,6.984472663608606e-13,0.000760670112290592,536503.7158687055,3.846381004591144e-14,56.47565047993484
286717710.7088889,32,2,1.5,8.823679294155045e-13,0.0006392683302836481,527423.6385855073,6.849634387131002e-14,54.24467204929832
189305702.14617896,256,4,1.5,6.602717223019038e-13,0.00023508638957241688,635093.1395763286,4.248138227089555e-14,81.8867870558904
610127043.318078,32,5,1.5,8.018202892596254e-13,0.0007692537326842355,258735.07577970307,1.7298805077192466e-14,54.38099126006608
403762424.4889386,64,3,1.5,8.150790011817523e-13,0.0009870106535618782,633570.5261386208,6.602549450545047e-14,69.59912064820016
486758287.06666774,256,5,1.5,4.99235654787094e-13,0.0008026255006419069,490559.4131672832,2.4358602049276003e-14,81.28403481498177
491428790.0298453,32,5,1.5,8.971763030175604e-13,0.0003748272396019025,530186.4304914785,3.403333419800495e-14,55.298986043434375
321311510.2393704,64,4,1.5,5.03017591149584e-13,0.00025548396272173163,637513.3169998421,1.4236468136740994e-14,70.02125908350015
294769155.30244035,64,3,1.5,8.948688254410803e-13,0.00033274614982512055,846163.4202216555,4.4820660363903454e-14,70.39420702556566
589282170.1126562,128,4,1.5,2.0161174598818997e-13,0.00034934956214471884,449776.17355323775,1.8187523734053658e-14,84.02466998214912
344253776.94648814,32,4,1.5,8.837326416704295e-13,0.0003895206656370408,446506.52031767904,1.7293937034691994e-14,54.71601675824282
444562147.99808836,64,5,1.5,3.2749528716436614e-13,0.00011191019651629483,971297.6701545847,1.455969637118568e-14,74.61945757152107
650374711.1536964,256,3,1.5,8.478720604186159e-13,0.0008373658864945706,450026.1855482843,5.141675187503353e-14,82.22328759403673
129565219.68361846,32,5,1.5,5.929872230620198e-13,0.000583859473611877,845679.9159533081,1.5248379668552568e-14,58.881012346628275
177364928.5026643,256,4,1.5,4.2485946869744194e-13,0.0009153476202126908,991348.3051425581,1.980936042508157e-14,81.17973181073694
470091361.49971676,32,4,1.5,9.682755029718576e-13,0.0007656749003352875,247473.54842185532,3.0400631850539934e-14,53.219509623480775
283822938.48407936,256,5,1.5,7.49255894416014e-13,0.00040017016808438727,792583.660918496,7.274732283583031e-14,82.66313159971477
277912575.606159,128,3,1.5,6.924113884717997e-13,0.0002656984487550534,546996.3836954465,3.280868443027557e-14,84.66066209608252
225649291.28779098,64,2,1.5,3.8021885844452336e-13,0.0009998645446218334,550945.6935870426,3.3003968781254036e-14,69.6106728574396
439858918.25380415,128,2,1.5,7.665023830952576e-13,0.0006045851382616756,788209.8593427688,6.712606351399977e-14,84.76777464763174
106516355.90546344,64,5,1.5,4.0634184565309623e-13,0.0007838704216932767,982432.9712761068,2.479565847320966e-14,71.98597117618587
312550130.80418706,64,5,1.5,9.17034427505589e-13,0.0006344860626701721,258656.07832332086,1.2035939509881856e-14,73.6376224103987
485934989.23996985,128,2,1.5,6.680206688372339e-13,0.0006151667396928859,597437.738663878,5.076281652545007e-14,84.53238360657772
25490631.861502424,32,3,1.5,9.070176368101674e-13,0.0006539429290934844,940149.8792073659,5.2690732496603517e-14,59.57226887505941
250846243.95925227,128,2,1.5,9.554597461265655e-13,0.0005527185006860019,874804.3248036407,8.969163929325855e-14,83.65844526375291
94745004.35214302,128,5,1.5,9.78605379777849e-13,0.0003924336744338072,914795.8537753951,8.0133490117788e-14,82.78060301018272
775337315.6941904,32,3,1.5,7.850506673424462e-13,0.0009343880920688275,344325.31073076476,6.622325339553541e-14,52.56760981787998
256668595.9095922,256,3,1.5,9.09259840933346e-13,0.000448365998303174,750586.2863491221,7.642808085229286e-14,82.26056855367538
103870595.91753271,64,5,1.5,9.664799677392298e-13,0.0008730219312135133,908052.160079578,5.1215128268095194e-14,71.61985778019583
242797674.7142462,32,2,1.5,9.172756251571653e-13,0.0007664170802279236,662188.942771897,2.6635881670339613e-14,55.6439903989221
888780441.156827,128,4,1.5,7.838575418237369e-13,0.00040720634165736924,833684.2904094795,4.0967084098738144e-14,84.66902750852788
946814907.5749148,256,3,1.5,8.861842703989102e-13,0.0005644558642592032,256724.14903065978,4.842466438230953e-14,84.43829933190459
442264866.5101819,64,5,1.5,8.368868402062406e-13,0.0007995789363704408,829619.7461389255,6.880078049508588e-14,70.73290246925868
561017038.6969296,64,4,1.5,3.4579104383647453e-13,0.0008965364444100043,753989.8566060466,1.083994222112489e-14,72.33843840264026
100223651.51879837,32,2,1.5,9.625555681052349e-13,0.00048200611426242265,548753.3795576124,6.264559403284718e-14,53.27300186783891
221344829.42210138,256,3,1.5,5.365809928652958e-13,0.0005277246209587332,481116.51627600426,4.058904895122076e-14,81.35193556686046
275897661.32107234,32,2,1.5,4.3997476539271736e-13,0.0003379507444099012,317549.79460663354,3.7158520405031605e-14,53.40034827514949
919957894.2512449,128,3,1.5,9.258334552653276e-13,0.0009294650391807587,796237.6829681967,8.015131425994963e-14,85.21342569556062
116718954.21013281,256,4,1.5,7.012131574623736e-13,0.0005288338352728161,522511.93230157776,2.20942881647061e-14,81.42151252749957
494058059.7135234,32,2,1.5,9.410791061030823e-13,0.0007476521270177734,708731.77787627,5.19665478351105e-14,53.02534280306398
814129403.7039188,32,2,1.5,8.134447093754329e-13,0.0007450439728975213,735345.4462870345,2.811240688254368e-14,53.641115264939934
629610978.7283797,64,4,1.5,6.129530396112977e-13,0.0003407789118169157,485237.0435394242,3.323758602529987e-14,71.46379056474163
84431626.91359289,64,2,1.5,6.11978347564864e-13,0.0007750800170980309,861043.1970307791,3.677896882124914e-14,72.43281427343918
239959536.76946664,32,2,1.5,7.932403650295674e-13,0.0003030534485207131,509594.8339788796,3.357700760522967e-14,53.36642598881619
340175101.3707897,32,5,1.5,2.9555352654499325e-13,0.0002099828469558429,841090.612064836,2.8745605578391004e-14,53.59021417160544
770248906.3997192,64,5,1.5,8.193489638709968e-13,0.0004916114880210556,325747.4960131977,7.766088607287247e-14,70.63795834922891
309532619.32681197,32,5,1.5,5.284037868023401e-13,0.0006502949383474199,251784.03646225366,4.436526239969597e-14,53.96870177597619
479673417.99224305,32,3,1.5,7.667293808346564e-13,0.0009540372810615381,794785.6587276276,4.339787909150723e-14,54.13075066980049
382507062.42317426,128,2,1.5,7.001858760934237e-13,0.0005340014116889981,509254.55532979296,6.210509082884555e-14,84.9909656274592
511412892.7938331,128,5,1.5,6.998280263823208e-13,0.000575296604917198,446647.2211789663,5.830095280660692e-14,85.52414159120235
791695733.01784,256,2,1.5,4.0126279281617725e-13,0.0008319162112635643,428505.8070053894,2.9138981603847915e-14,81.8961110992436
525781123.51727015,128,2,1.5,8.947064933678191e-13,0.0001263950072705692,927759.3275338466,4.880562458085094e-14,81.5670669430464
815692514.5173237,32,2,1.5,2.313643700376077e-13,0.0001988835958938781,975665.1337362478,2.299453594423687e-14,52.97605152336321
902220290.4728589,64,4,1.5,4.835830043803922e-13,0.0007470718261416825,305433.6043556485,1.5254256031199716e-14,70.29705059282782
786367223.549524,128,2,1.5,9.4286356622438e-13,0.0003431440031032195,881903.4266489658,4.300221262062104e-14,84.08184097397205
465486170.9396197,256,3,1.5,8.936503500069782e-13,0.00043690326746391667,405628.97233859973,7.122910089574371e-14,84.10582751555062
55495223.47028987,256,3,1.5,9.512699701807593e-13,0.0008785449881766236,146152.90995298396,4.6008014856011505e-14,82.16872118482952
643069953.4411205,256,2,1.5,8.208311975343796e-13,0.0008885912875706102,873213.5286630314,5.0379909692646027e-14,82.01201444549233
643930990.3755666,32,5,1.5,5.602916083459821e-13,0.00013535264685835612,794890.7484641842,3.622330154103104e-14,50.467029919616465
390755168.35367626,256,4,1.5,3.0532273924045023e-13,0.0006454971356949704,185530.102408193,1.3315619641046503e-14,81.64147851745307
792340601.8994287,256,2,1.5,9.580630357307406e-13,0.000749968936616756,316158.93648836965,3.617398310784826e-14,81.97593837907189
652724611.2121161,64,2,1.5,5.586094621806169e-13,0.0008640861273049912,997811.358019644,4.9591812381701994e-14,70.90559556790933
366281885.9744567,32,2,1.5,8.905698864371965e-13,0.0004931799983275217,783527.8059981877,3.9319662803477584e-14,54.23596504791297
85521465.44267139,256,3,1.5,8.912262369652566e-13,0.0003132084166815858,839018.5159766447,1.951535109777015e-14,81.26729241344421
206874678.6725308,256,2,1.5,8.784205749790931e-13,0.0003987677842531842,627291.0550454835,8.665238049572967e-14,82.31789483712767
